Date,Name,Team,Position,Opp,Home/Away,Line,Moneyline,Projection,Diff,Pick,Result,over_under,seven_day_accuracy,successful_pick
2021-11-17,Dwight Powell,DAL,F,PHO,@,7.5,-107,7.2,-0.3,7.5,3.0,u,0.5,1
2021-11-19,Dwight Powell,DAL,F,PHO,@,7.5,107,8.19,0.69,7.5,2.0,o,0.56,0
2021-11-21,Dwight Powell,DAL,F,LAC,@,5.5,-141,7.2,1.7,5.5,9.0,o,0.55,1
2021-11-23,Dwight Powell,DAL,F,LAC,@,6.5,105,7.73,1.23,6.5,0.0,o,0.49,0
2021-12-04,Dwight Powell,DAL,F,MEM,vs.,8.5,-133,7.3,-1.2,8.5,5.0,u,0.55,1
2021-12-07,Dwight Powell,DAL,F,BKN,vs.,5.5,-125,4.7,-0.8,5.5,10.0,u,0.52,0
2021-12-08,Dwight Powell,DAL,F,MEM,@,5.5,-128,7.42,1.92,5.5,2.0,o,0.55,0
2021-12-10,Dwight Powell,DAL,F,IND,@,5.5,-125,7.63,2.13,5.5,2.0,o,0.51,0
2021-12-12,Dwight Powell,DAL,F,OKC,@,6.5,-113,7.92,1.42,6.5,4.0,o,0.48,0
2021-12-13,Dwight Powell,DAL,F,CHA,vs.,6.5,-105,8.04,1.54,6.5,0.0,o,0.49,0
2021-12-15,Dwight Powell,DAL,F,LAL,vs.,4.5,-125,7.6,3.1,4.5,2.0,o,0.57,0
2021-12-19,Dwight Powell,DAL,F,MIN,@,4.5,-105,8.8,4.3,4.5,6.0,o,0.63,1
2021-12-21,Dwight Powell,DAL,F,MIN,vs.,7.5,-127,10.3,2.8,7.5,15.0,o,0.63,1
2021-12-23,Dwight Powell,DAL,F,MIL,vs.,8.5,-125,7.3,-1.2,8.5,12.0,u,0.61,0
2021-12-25,Dwight Powell,DAL,F,UTH,@,7.5,-109,7.8,0.3,7.5,5.0,o,0.6,0
2021-12-27,Dwight Powell,DAL,F,POR,@,6.5,-117,8.0,1.5,6.5,22.0,o,0.57,1
2021-12-29,Dwight Powell,DAL,F,SAC,@,7.5,-125,10.4,2.9,7.5,2.0,o,0.58,0
2021-12-31,Dwight Powell,DAL,F,SAC,@,7.5,-113,8.66,1.16,7.5,13.0,o,0.57,1
2022-01-02,Dwight Powell,DAL,F,OKC,@,6.5,-130,7.7,1.2,6.5,9.0,o,0.56,1
2022-01-03,Dwight Powell,DAL,F,DEN,vs.,8.5,-130,7.68,-0.82,8.5,15.0,u,0.57,0
2022-01-05,Dwight Powell,DAL,F,GSW,vs.,8.5,-113,7.4,-1.1,8.5,8.0,u,0.56,1
2022-01-07,Dwight Powell,DAL,F,HOU,@,9.5,-110,8.94,-0.56,9.5,15.0,u,0.61,0
2022-01-09,Dwight Powell,DAL,F,CHI,vs.,8.5,115,9.4,0.9,8.5,10.0,o,0.61,1
2022-01-12,Dwight Powell,DAL,F,NYK,@,7.5,-107,6.8,-0.7,7.5,4.0,u,0.55,1
2022-01-14,Dwight Powell,DAL,F,MEM,@,7.5,-105,8.05,0.55,7.5,13.0,o,0.53,1
2022-01-15,Dwight Powell,DAL,F,ORL,vs.,8.5,-134,7.0,-1.5,8.5,6.0,u,0.53,1
2022-01-17,Dwight Powell,DAL,F,OKC,vs.,7.5,-149,5.3,-2.2,7.5,10.0,u,0.58,0
2022-01-29,Dwight Powell,DAL,F,IND,vs.,6.5,-105,7.3,0.8,6.5,10.0,o,0.46,1
2022-01-30,Dwight Powell,DAL,F,ORL,@,8.5,100,7.7,-0.8,8.5,8.0,u,0.44,1
2022-02-02,Dwight Powell,DAL,F,OKC,vs.,8.5,100,7.5,-1.0,8.5,4.0,u,0.55,1
2022-02-04,Dwight Powell,DAL,F,PHI,vs.,8.5,-105,5.5,-3.0,8.5,14.0,u,0.53,0
2022-02-06,Dwight Powell,DAL,F,ATL,vs.,9.5,-121,11.8,2.3,9.5,12.0,o,0.56,1
2022-02-08,Dwight Powell,DAL,F,DET,vs.,10.5,110,11.2,0.7,10.5,10.0,o,0.57,0
2022-02-15,Dwight Powell,DAL,F,MIA,@,8.5,-125,7.1,-1.4,8.5,7.0,u,0.47,1
2022-02-17,Dwight Powell,DAL,F,NOR,@,7.5,-125,8.9,1.4,7.5,8.0,o,0.41,1
2022-02-25,Dwight Powell,DAL,F,UTH,@,7.5,-125,7.7,0.2,7.5,22.0,o,0.33,1
2022-02-27,Dwight Powell,DAL,F,GSW,@,8.5,100,7.3,-1.2,8.5,0.0,u,0.5,1
2022-03-01,Dwight Powell,DAL,F,LAL,@,7.5,-133,8.7,1.2,7.5,13.0,o,0.53,1
2022-03-03,Dwight Powell,DAL,F,GSW,vs.,9.5,-115,7.6,-1.9,9.5,13.0,u,0.55,0
2022-03-05,Dwight Powell,DAL,F,SAC,vs.,12.5,-106,10.5,-2.0,12.5,6.0,u,0.5,1
2022-03-07,Dwight Powell,DAL,F,UTH,vs.,8.5,-127,8.9,0.4,8.5,13.0,o,0.46,1
2022-03-09,Dwight Powell,DAL,F,NYK,vs.,8.5,-118,7.8,-0.7,8.5,8.0,u,0.45,1
2022-03-11,Dwight Powell,DAL,F,HOU,@,10.5,-120,10.8,0.3,10.5,26.0,o,0.5,1
2022-03-13,Dwight Powell,DAL,F,BOS,@,8.5,-133,9.6,1.1,8.5,4.0,o,0.48,0
2022-03-16,Dwight Powell,DAL,F,BKN,@,9.5,-120,8.8,-0.7,9.5,12.0,u,0.46,0
2022-03-19,Dwight Powell,DAL,F,CHA,@,11.5,-120,10.7,-0.8,11.5,2.0,u,0.48,1
2022-03-23,Dwight Powell,DAL,F,HOU,vs.,13.5,-105,9.1,-4.4,13.5,13.0,u,0.46,1
2022-03-25,Dwight Powell,DAL,F,MIN,@,10.5,-111,9.9,-0.6,10.5,13.0,u,0.47,0
2022-03-27,Dwight Powell,DAL,F,UTH,vs.,9.5,125,8.6,-0.9,9.5,6.0,u,0.47,1
2022-03-29,Dwight Powell,DAL,F,LAL,vs.,10.5,-133,8.9,-1.6,10.5,12.0,u,0.46,0
2022-03-30,Dwight Powell,DAL,F,CLE,@,10.5,-115,9.8,-0.7,10.5,15.0,u,0.46,0
2021-11-05,Dylan Windler,CLE,G,TOR,@,6.5,-130,4.16,-2.34,6.5,0.0,u,0.49,1
2021-11-12,Dylan Windler,CLE,G,DET,vs.,4.5,-115,4.09,-0.41,4.5,8.0,u,0.46,0
2021-11-13,Dylan Windler,CLE,G,BOS,vs.,6.5,-120,6.7,0.2,6.5,1.0,o,0.49,0
2021-10-27,Elfrid Payton,PHO,G,SAC,vs.,7.5,-105,8.22,0.72,7.5,10.0,o,0.45,1
2021-10-30,Elfrid Payton,PHO,G,CLE,vs.,6.5,-120,6.92,0.42,6.5,0.0,o,0.45,0
2021-11-02,Elfrid Payton,PHO,G,NOR,vs.,5.5,-115,7.12,1.62,5.5,4.0,o,0.55,0
2021-11-04,Elfrid Payton,PHO,G,HOU,vs.,5.5,-110,7.2,1.7,5.5,6.0,o,0.53,1
2022-01-06,Elfrid Payton,PHO,G,LAC,vs.,4.5,-115,4.2,-0.3,4.5,6.0,u,0.58,0
2021-12-20,Enes Freedom,BOS,C,PHI,vs.,10.5,-115,5.69,-4.81,10.5,15.0,u,0.66,0
2021-12-22,Enes Freedom,BOS,C,CLE,vs.,6.5,-120,9.4,2.9,6.5,4.0,o,0.6,0
2021-10-21,Eric Bledsoe,LAC,G,GSW,@,12.5,-110,13.93,1.43,12.5,22.0,o,0.47,1
2021-10-23,Eric Bledsoe,LAC,G,MEM,vs.,13.5,100,14.39,0.89,13.5,12.0,o,0.45,0
2021-10-25,Eric Bledsoe,LAC,G,POR,vs.,13.5,-113,14.68,1.18,13.5,7.0,o,0.45,0
2021-10-27,Eric Bledsoe,LAC,G,CLE,vs.,13.5,-113,12.7,-0.8,13.5,6.0,u,0.45,1
2021-10-29,Eric Bledsoe,LAC,G,POR,@,13.5,-106,13.99,0.49,13.5,3.0,o,0.45,0
2021-11-01,Eric Bledsoe,LAC,G,OKC,vs.,11.5,100,11.18,-0.32,11.5,5.0,u,0.52,1
2021-11-03,Eric Bledsoe,LAC,G,MIN,@,11.5,100,11.7,0.2,11.5,6.0,o,0.55,0
2021-11-05,Eric Bledsoe,LAC,G,MIN,@,9.5,-128,12.99,3.49,9.5,9.0,o,0.49,0
2021-11-07,Eric Bledsoe,LAC,G,CHA,vs.,9.5,-128,12.29,2.79,9.5,7.0,o,0.46,0
2021-11-09,Eric Bledsoe,LAC,G,POR,vs.,9.5,-103,12.0,2.5,9.5,11.0,o,0.44,1
2021-11-11,Eric Bledsoe,LAC,G,MIA,vs.,9.5,-120,11.97,2.47,9.5,21.0,o,0.46,1
2021-11-13,Eric Bledsoe,LAC,G,MIN,vs.,12.5,-107,15.3,2.8,12.5,14.0,o,0.49,1
2021-11-14,Eric Bledsoe,LAC,G,CHI,vs.,12.5,-118,12.5,-0.0,12.5,21.0,u,0.47,0
2021-11-16,Eric Bledsoe,LAC,G,SAS,vs.,13.5,-110,13.85,0.35,13.5,11.0,o,0.48,0
2021-11-18,Eric Bledsoe,LAC,G,MEM,@,13.5,-115,15.26,1.76,13.5,4.0,o,0.55,0
2021-11-19,Eric Bledsoe,LAC,G,NOR,@,11.5,-113,13.75,2.25,11.5,7.0,o,0.56,0
2021-11-21,Eric Bledsoe,LAC,G,DAL,vs.,10.5,-113,12.54,2.04,10.5,2.0,o,0.55,0
2021-11-23,Eric Bledsoe,LAC,G,DAL,vs.,9.5,-103,11.9,2.4,9.5,2.0,o,0.49,0
2021-11-26,Eric Bledsoe,LAC,G,DET,vs.,8.5,-120,10.43,1.93,8.5,15.0,o,0.4,1
2021-11-28,Eric Bledsoe,LAC,G,GSW,vs.,9.5,-105,11.3,1.8,9.5,13.0,o,0.48,1
2021-11-29,Eric Bledsoe,LAC,G,NOR,vs.,10.5,-105,12.5,2.0,10.5,10.0,o,0.49,0
2021-12-01,Eric Bledsoe,LAC,G,SAC,vs.,12.5,-107,13.32,0.82,12.5,8.0,o,0.49,0
2021-12-03,Eric Bledsoe,LAC,G,LAL,@,8.5,-110,13.81,5.31,8.5,8.0,o,0.55,0
2021-12-04,Eric Bledsoe,LAC,G,SAC,@,7.5,100,12.16,4.66,7.5,0.0,o,0.55,0
2021-12-08,Eric Bledsoe,LAC,G,BOS,vs.,7.5,-110,6.7,-0.8,7.5,9.0,u,0.55,0
2021-12-11,Eric Bledsoe,LAC,G,ORL,vs.,7.5,-125,11.02,3.52,7.5,8.0,o,0.51,1
2021-12-13,Eric Bledsoe,LAC,G,PHO,vs.,8.5,-115,10.34,1.84,8.5,10.0,o,0.49,1
2021-12-15,Eric Bledsoe,LAC,G,UTH,@,9.5,100,12.4,2.9,9.5,21.0,o,0.57,1
2021-12-20,Eric Bledsoe,LAC,G,SAS,vs.,7.5,-130,11.73,4.23,7.5,9.0,o,0.66,1
2021-12-22,Eric Bledsoe,LAC,G,SAC,@,13.5,-120,14.6,1.1,13.5,19.0,o,0.6,1
2021-12-26,Eric Bledsoe,LAC,G,DEN,vs.,14.5,-120,14.4,-0.1,14.5,18.0,u,0.57,0
2021-12-27,Eric Bledsoe,LAC,G,BKN,vs.,15.5,-113,12.23,-3.27,15.5,15.0,u,0.57,1
2021-12-29,Eric Bledsoe,LAC,G,BOS,@,15.5,-120,12.6,-2.9,15.5,17.0,u,0.58,0
2022-01-01,Eric Bledsoe,LAC,G,BKN,@,17.5,-125,9.5,-8.0,17.5,27.0,u,0.57,0
2022-01-03,Eric Bledsoe,LAC,G,MIN,vs.,14.5,-120,13.22,-1.28,14.5,1.0,u,0.57,1
2022-01-06,Eric Bledsoe,LAC,G,PHO,@,14.5,-159,11.48,-3.02,14.5,10.0,u,0.58,1
2022-01-08,Eric Bledsoe,LAC,G,MEM,vs.,10.5,100,13.3,2.8,10.5,0.0,o,0.62,0
2022-01-09,Eric Bledsoe,LAC,G,ATL,vs.,8.5,-115,11.3,2.8,8.5,12.0,o,0.61,1
2022-01-11,Eric Bledsoe,LAC,G,DEN,vs.,9.5,105,11.3,1.8,9.5,11.0,o,0.57,1
2022-01-13,Eric Bledsoe,LAC,G,NOR,@,9.5,-128,11.8,2.3,9.5,3.0,o,0.54,0
2022-01-23,Eric Bledsoe,LAC,G,NYK,@,7.5,-130,8.0,0.5,7.5,2.0,o,0.55,0
2022-01-25,Eric Bledsoe,LAC,G,WAS,@,8.5,-125,8.8,0.3,8.5,7.0,o,0.48,0
2022-01-28,Eric Bledsoe,LAC,G,MIA,@,8.5,-115,6.9,-1.6,8.5,19.0,u,0.46,0
2022-01-30,Eric Bledsoe,LAC,G,CHA,@,9.5,-105,9.7,0.2,9.5,3.0,o,0.44,0
2022-02-03,Eric Bledsoe,LAC,G,LAL,vs.,8.5,-115,7.2,-1.3,8.5,7.0,u,0.54,1
2021-10-20,Eric Gordon,HOU,G,MIN,@,14.5,-105,15.89,1.39,14.5,15.0,o,0.33,1
2021-10-22,Eric Gordon,HOU,G,OKC,vs.,14.5,-105,15.06,0.56,14.5,22.0,o,0.47,1
2021-10-24,Eric Gordon,HOU,G,BOS,vs.,14.5,-105,14.27,-0.23,14.5,2.0,u,0.43,1
2021-10-26,Eric Gordon,HOU,G,DAL,@,14.5,-110,11.77,-2.73,14.5,22.0,u,0.43,0
2021-10-28,Eric Gordon,HOU,G,UTH,vs.,14.5,-110,13.96,-0.54,14.5,8.0,u,0.42,1
2021-10-31,Eric Gordon,HOU,G,LAL,@,14.5,-120,11.56,-2.94,14.5,17.0,u,0.49,0
2021-11-02,Eric Gordon,HOU,G,LAL,@,14.5,-110,12.4,-2.1,14.5,0.0,u,0.55,1
2021-11-04,Eric Gordon,HOU,G,PHO,@,13.5,-120,11.91,-1.58,13.5,12.0,u,0.53,1
2021-11-06,Eric Gordon,HOU,G,DEN,@,13.5,-128,12.7,-0.8,13.5,12.0,u,0.48,1
2021-11-12,Eric Gordon,HOU,G,POR,vs.,13.5,-110,14.92,1.42,13.5,11.0,o,0.46,0
2021-11-20,Eric Gordon,HOU,G,NYK,@,15.5,-115,13.7,-1.8,15.5,15.0,u,0.56,1
2021-11-22,Eric Gordon,HOU,G,BOS,@,15.5,-115,12.97,-2.53,15.5,9.0,u,0.53,1
2021-11-27,Eric Gordon,HOU,G,CHA,vs.,14.5,-113,15.92,1.42,14.5,22.0,o,0.42,1
2021-11-29,Eric Gordon,HOU,G,OKC,vs.,15.5,-113,16.08,0.58,15.5,11.0,o,0.49,0
2021-12-01,Eric Gordon,HOU,G,OKC,@,15.5,-108,15.67,0.17,15.5,8.0,o,0.49,0
2021-12-03,Eric Gordon,HOU,G,ORL,vs.,14.5,-115,16.12,1.62,14.5,24.0,o,0.55,1
2021-12-05,Eric Gordon,HOU,G,NOR,vs.,14.5,-125,16.34,1.84,14.5,23.0,o,0.53,1
2021-12-08,Eric Gordon,HOU,G,BKN,vs.,15.5,-113,15.87,0.37,15.5,21.0,o,0.55,1
2021-12-10,Eric Gordon,HOU,G,MIL,vs.,15.5,-120,15.16,-0.34,15.5,14.0,u,0.51,1
2021-12-13,Eric Gordon,HOU,G,ATL,@,15.5,-111,15.4,-0.1,15.5,32.0,u,0.49,0
2021-12-18,Eric Gordon,HOU,G,DET,@,16.5,-103,16.54,0.04,16.5,18.0,o,0.59,1
2021-12-20,Eric Gordon,HOU,G,CHI,@,15.5,-113,14.98,-0.52,15.5,10.0,u,0.66,1
2021-12-22,Eric Gordon,HOU,G,MIL,@,14.5,-113,15.2,0.7,14.5,12.0,o,0.6,0
2021-12-23,Eric Gordon,HOU,G,IND,@,13.5,-120,14.07,0.57,13.5,15.0,o,0.61,1
2021-12-27,Eric Gordon,HOU,G,CHA,@,16.5,-109,16.3,-0.2,16.5,16.0,u,0.57,1
2021-12-28,Eric Gordon,HOU,G,LAL,vs.,15.5,-113,15.7,0.2,15.5,13.0,o,0.58,0
2021-12-31,Eric Gordon,HOU,G,MIA,vs.,14.5,100,13.95,-0.55,14.5,15.0,u,0.57,0
2022-01-03,Eric Gordon,HOU,G,PHI,@,15.5,-125,12.16,-3.34,15.5,14.0,u,0.57,1
2022-01-05,Eric Gordon,HOU,G,WAS,@,14.5,-115,14.0,-0.5,14.5,19.0,u,0.56,0
2022-01-07,Eric Gordon,HOU,G,DAL,vs.,14.5,-125,12.6,-1.9,14.5,5.0,u,0.61,1
2022-01-09,Eric Gordon,HOU,G,MIN,vs.,14.5,-111,13.9,-0.6,14.5,13.0,u,0.61,1
2022-01-12,Eric Gordon,HOU,G,SAS,@,14.5,-125,12.2,-2.3,14.5,31.0,u,0.55,0
2022-01-14,Eric Gordon,HOU,G,SAC,@,14.5,-115,15.99,1.49,14.5,16.0,o,0.53,1
2022-01-16,Eric Gordon,HOU,G,SAC,@,14.5,-113,16.9,2.4,14.5,15.0,o,0.57,1
2022-01-19,Eric Gordon,HOU,G,UTH,@,13.5,-118,13.8,0.3,13.5,16.0,o,0.62,1
2022-01-21,Eric Gordon,HOU,G,GSW,@,13.5,-115,13.7,0.2,13.5,10.0,o,0.59,0
2022-01-25,Eric Gordon,HOU,G,SAS,vs.,14.5,-113,17.5,3.0,14.5,7.0,o,0.48,0
2022-01-28,Eric Gordon,HOU,G,POR,vs.,13.5,-112,15.8,2.3,13.5,7.0,o,0.46,0
2022-01-31,Eric Gordon,HOU,G,GSW,vs.,12.5,-115,14.5,2.0,12.5,12.0,o,0.5,0
2022-02-02,Eric Gordon,HOU,G,CLE,vs.,13.5,-113,15.0,1.5,13.5,11.0,o,0.55,0
2022-02-04,Eric Gordon,HOU,G,SAS,@,13.5,-105,16.5,3.0,13.5,9.0,o,0.53,0
2022-02-06,Eric Gordon,HOU,G,NOR,vs.,12.5,-118,15.0,2.5,12.5,0.0,o,0.56,0
2022-02-14,Eric Gordon,HOU,G,UTH,@,12.5,-127,11.4,-1.1,12.5,14.0,u,0.49,0
2022-02-16,Eric Gordon,HOU,G,PHO,@,14.5,-134,12.6,-1.9,14.5,20.0,u,0.44,0
2022-02-25,Eric Gordon,HOU,G,ORL,@,12.5,-115,13.5,1.0,12.5,15.0,o,0.33,1
2022-02-27,Eric Gordon,HOU,G,LAC,vs.,13.5,-111,13.3,-0.2,13.5,6.0,u,0.5,1
2022-03-01,Eric Gordon,HOU,G,LAC,vs.,12.5,-113,13.7,1.2,12.5,9.0,o,0.53,0
2022-03-04,Eric Gordon,HOU,G,DEN,@,12.5,-120,11.3,-1.2,12.5,11.0,u,0.53,1
2022-03-06,Eric Gordon,HOU,G,MEM,vs.,12.5,-120,11.5,-1.0,12.5,12.0,u,0.48,1
2022-03-09,Eric Gordon,HOU,G,LAL,vs.,12.5,-120,14.4,1.9,12.5,15.0,o,0.45,1
2022-03-11,Eric Gordon,HOU,G,DAL,vs.,12.5,-105,14.1,1.6,12.5,4.0,o,0.5,0
2022-03-13,Eric Gordon,HOU,G,NOR,@,11.5,-105,10.8,-0.7,11.5,0.0,u,0.48,1
2022-03-21,Eric Gordon,HOU,G,WAS,vs.,10.5,-115,13.3,2.8,10.5,15.0,o,0.52,1
2022-03-23,Eric Gordon,HOU,G,DAL,@,10.5,-110,11.4,0.9,10.5,2.0,o,0.46,0
2022-03-25,Eric Gordon,HOU,G,POR,@,10.5,105,12.1,1.6,10.5,5.0,o,0.47,0
2022-03-26,Eric Gordon,HOU,G,POR,@,10.5,105,12.5,2.0,10.5,0.0,o,0.44,0
2022-03-28,Eric Gordon,HOU,G,SAS,vs.,9.5,-113,11.3,1.8,9.5,0.0,o,0.46,0
2021-10-30,Eric Paschall,UTH,F,CHI,@,7.5,-125,4.73,-2.77,7.5,2.0,u,0.45,1
2021-10-31,Eric Paschall,UTH,F,MIL,@,5.5,-110,4.25,-1.25,5.5,5.0,u,0.49,1
2021-11-02,Eric Paschall,UTH,F,SAC,vs.,5.5,-115,4.55,-0.95,5.5,2.0,u,0.55,1
2021-11-04,Eric Paschall,UTH,F,ATL,@,6.5,-105,3.93,-2.57,6.5,2.0,u,0.53,1
2021-11-06,Eric Paschall,UTH,F,MIA,@,4.5,-105,3.59,-0.91,4.5,5.0,u,0.48,0
2021-11-07,Eric Paschall,UTH,F,ORL,@,5.5,-105,3.92,-1.58,5.5,6.0,u,0.46,0
2021-11-09,Eric Paschall,UTH,F,ATL,vs.,5.5,-125,3.4,-2.1,5.5,7.0,u,0.44,0
2021-11-11,Eric Paschall,UTH,F,IND,vs.,5.5,-118,4.44,-1.06,5.5,9.0,u,0.46,0
2021-11-16,Eric Paschall,UTH,F,PHI,vs.,4.5,-105,4.31,-0.19,4.5,7.0,u,0.48,0
2022-01-07,Eric Paschall,UTH,F,TOR,@,16.5,-125,11.7,-4.8,16.5,29.0,u,0.61,0
2022-01-30,Eric Paschall,UTH,F,MIN,@,9.5,-130,6.3,-3.2,9.5,9.0,u,0.44,1
2022-03-27,Eric Paschall,UTH,F,DAL,@,11.5,-110,3.8,-7.7,11.5,10.0,u,0.47,1
2021-10-20,Evan Fournier,NYK,G,BOS,vs.,12.5,-125,17.77,5.28,12.5,32.0,o,0.33,1
2021-10-22,Evan Fournier,NYK,G,ORL,@,14.5,-113,19.4,4.9,14.5,18.0,o,0.47,1
2021-10-24,Evan Fournier,NYK,G,ORL,vs.,14.5,-128,15.22,0.72,14.5,8.0,o,0.43,0
2021-10-26,Evan Fournier,NYK,G,PHI,vs.,13.5,-128,15.9,2.4,13.5,18.0,o,0.43,1
2021-10-28,Evan Fournier,NYK,G,CHI,@,14.5,-113,17.94,3.44,14.5,10.0,o,0.42,0
2021-10-30,Evan Fournier,NYK,G,NOR,@,13.5,-125,17.64,4.14,13.5,19.0,o,0.45,1
2021-11-01,Evan Fournier,NYK,G,TOR,vs.,14.5,-110,16.66,2.16,14.5,12.0,o,0.52,0
2021-11-03,Evan Fournier,NYK,G,IND,@,14.5,-105,15.8,1.3,14.5,14.0,o,0.55,0
2021-11-05,Evan Fournier,NYK,G,MIL,@,13.5,-110,17.93,4.42,13.5,7.0,o,0.49,0
2021-11-07,Evan Fournier,NYK,G,CLE,vs.,14.5,-120,13.4,-1.1,14.5,15.0,u,0.46,0
2021-11-08,Evan Fournier,NYK,G,PHI,@,13.5,-113,15.28,1.78,13.5,11.0,o,0.44,0
2021-11-10,Evan Fournier,NYK,G,MIL,vs.,13.5,-105,15.4,1.9,13.5,2.0,o,0.45,0
2021-11-12,Evan Fournier,NYK,G,CHA,@,12.5,-105,18.21,5.71,12.5,5.0,o,0.46,0
2021-11-15,Evan Fournier,NYK,G,IND,vs.,12.5,-105,16.26,3.76,12.5,7.0,o,0.47,0
2021-11-17,Evan Fournier,NYK,G,ORL,vs.,11.5,-110,12.4,0.9,11.5,5.0,o,0.5,0
2021-11-20,Evan Fournier,NYK,G,HOU,vs.,10.5,-125,16.0,5.5,10.5,19.0,o,0.56,1
2021-11-21,Evan Fournier,NYK,G,CHI,@,11.5,100,13.65,2.15,11.5,3.0,o,0.55,0
2021-11-23,Evan Fournier,NYK,G,LAL,vs.,12.5,-113,16.89,4.39,12.5,26.0,o,0.49,1
2021-11-26,Evan Fournier,NYK,G,PHO,vs.,12.5,-113,16.07,3.57,12.5,11.0,o,0.4,0
2021-11-27,Evan Fournier,NYK,G,ATL,@,12.5,-118,14.78,2.28,12.5,20.0,o,0.42,1
2021-11-30,Evan Fournier,NYK,G,BKN,@,13.5,-105,13.6,0.1,13.5,13.0,o,0.51,0
2021-12-02,Evan Fournier,NYK,G,CHI,vs.,13.5,-103,15.81,2.31,13.5,16.0,o,0.54,1
2021-12-04,Evan Fournier,NYK,G,DEN,vs.,12.5,-113,15.86,3.36,12.5,15.0,o,0.55,1
2021-12-07,Evan Fournier,NYK,G,SAS,@,12.5,-113,16.56,4.06,12.5,7.0,o,0.52,0
2021-12-08,Evan Fournier,NYK,G,IND,@,11.5,-127,14.5,3.0,11.5,7.0,o,0.55,0
2021-12-10,Evan Fournier,NYK,G,TOR,@,11.5,102,15.21,3.71,11.5,9.0,o,0.51,0
2021-12-12,Evan Fournier,NYK,G,MIL,vs.,11.5,-113,14.96,3.46,11.5,6.0,o,0.48,0
2021-12-14,Evan Fournier,NYK,G,GSW,vs.,12.5,-110,12.4,-0.1,12.5,2.0,u,0.53,1
2021-12-16,Evan Fournier,NYK,G,HOU,@,12.5,-136,13.1,0.6,12.5,23.0,o,0.56,1
2021-12-18,Evan Fournier,NYK,G,BOS,@,17.5,-120,12.9,-4.6,17.5,32.0,u,0.59,0
2021-12-21,Evan Fournier,NYK,G,DET,vs.,17.5,-105,15.73,-1.77,17.5,22.0,u,0.63,0
2021-12-23,Evan Fournier,NYK,G,WAS,vs.,16.5,-112,16.87,0.37,16.5,8.0,o,0.61,0
2021-12-25,Evan Fournier,NYK,G,ATL,vs.,15.5,-105,16.45,0.95,15.5,15.0,o,0.6,0
2021-12-28,Evan Fournier,NYK,G,MIN,@,14.5,-105,16.6,2.1,14.5,13.0,o,0.58,0
2022-01-02,Evan Fournier,NYK,G,TOR,@,14.5,-105,15.04,0.54,14.5,20.0,o,0.56,1
2022-01-04,Evan Fournier,NYK,G,IND,vs.,13.5,-106,13.2,-0.3,13.5,0.0,u,0.55,1
2022-01-06,Evan Fournier,NYK,G,BOS,vs.,11.5,-120,12.4,0.9,11.5,41.0,o,0.58,1
2022-01-10,Evan Fournier,NYK,G,SAS,vs.,14.5,-125,15.44,0.94,14.5,18.0,o,0.6,1
2022-01-12,Evan Fournier,NYK,G,DAL,vs.,14.5,-115,12.8,-1.7,14.5,13.0,u,0.55,1
2022-01-15,Evan Fournier,NYK,G,ATL,@,15.5,-141,14.3,-1.2,15.5,18.0,u,0.53,0
2022-01-17,Evan Fournier,NYK,G,CHA,vs.,14.5,-115,17.57,3.07,14.5,6.0,o,0.58,0
2022-01-18,Evan Fournier,NYK,G,MIN,vs.,14.5,115,15.7,1.2,14.5,27.0,o,0.63,1
2022-01-20,Evan Fournier,NYK,G,NOR,vs.,15.5,-103,16.39,0.89,15.5,6.0,o,0.6,0
2022-01-23,Evan Fournier,NYK,G,LAC,vs.,14.5,-113,13.7,-0.8,14.5,14.0,u,0.55,1
2022-01-24,Evan Fournier,NYK,G,CLE,@,12.5,-135,13.6,1.1,12.5,7.0,o,0.51,0
2022-01-26,Evan Fournier,NYK,G,MIA,@,11.5,-125,12.7,1.2,11.5,7.0,o,0.43,0
2022-01-28,Evan Fournier,NYK,G,MIL,@,11.5,-114,9.6,-1.9,11.5,25.0,u,0.46,0
2022-01-31,Evan Fournier,NYK,G,SAC,vs.,13.5,-115,12.9,-0.6,13.5,18.0,u,0.5,0
2022-02-02,Evan Fournier,NYK,G,MEM,vs.,13.5,-115,13.7,0.2,13.5,30.0,o,0.55,1
2022-02-05,Evan Fournier,NYK,G,LAL,@,15.5,-120,14.9,-0.6,15.5,15.0,u,0.52,1
2022-02-08,Evan Fournier,NYK,G,DEN,@,14.5,105,14.9,0.4,14.5,21.0,o,0.57,1
2022-02-10,Evan Fournier,NYK,G,GSW,@,15.5,-113,15.3,-0.2,15.5,22.0,u,0.56,0
2022-02-12,Evan Fournier,NYK,G,POR,@,16.5,-113,16.8,0.3,16.5,4.0,o,0.54,0
2022-02-14,Evan Fournier,NYK,G,OKC,vs.,15.5,-125,15.9,0.4,15.5,29.0,o,0.49,1
2022-02-16,Evan Fournier,NYK,G,BKN,vs.,17.5,-113,16.6,-0.9,17.5,16.0,u,0.44,1
2022-02-25,Evan Fournier,NYK,G,MIA,vs.,15.5,-108,13.0,-2.5,15.5,13.0,u,0.33,1
2022-03-02,Evan Fournier,NYK,G,PHI,@,15.5,-115,16.5,1.0,15.5,3.0,o,0.54,0
2022-03-04,Evan Fournier,NYK,G,PHO,@,14.5,-120,16.5,2.0,14.5,16.0,o,0.53,1
